Timp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,
Viteza,0,0.7529,0.4371,1.0157,1.7114,1.05,1.275,1.7,0.8125,0.55,0.2167,0.3667,0.1,0.2833,0.2333,0.1833,0.0567
